,Open,High,Low,Close,Volume,RSI,Bull_Cond,Bear_Cond,SYMBOL
2024-10-22,3.73,4.39,3.73,4.23,224204258.0,62.68737048845375,False,False,KEL
2024-10-22,7.1,7.15,6.7,6.74,16377844.0,62.867775650324006,False,True,PIBTL
2024-10-22,20.25,21.35,20.25,20.58,12484184.0,75.88660160558983,False,False,FLYNG
2024-10-22,15.14,15.8,15.01,15.16,12345964.0,63.57388049208495,False,False,TREET
